lineage	month	lineage_counts_covspectrum	lineage_counts_genbank	total_counts_covspectrum	total_counts_genbank	monthly_frequency_covspectrum	monthly_frequency_genbank
RU.1	2025-11	2	0	3574	2232	0.00056	0
XCT.1	2025-11	2	0	3574	2232	0.00056	0
XFC.1.3.1	2025-11	2	0	3574	2232	0.00056	0
XFG.1.3	2025-11	2	1	3574	2232	0.00056	0.000448
XFG.10.5	2025-11	2	0	3574	2232	0.00056	0
XFG.14.6	2025-11	2	1	3574	2232	0.00056	0.000448
XFG.2.7.1	2025-11	2	1	3574	2232	0.00056	0.000448
XFG.3.1.3	2025-11	2	1	3574	2232	0.00056	0.000448
XFG.3.3.1	2025-11	2	0	3574	2232	0.00056	0
XFG.4.3	2025-11	2	1	3574	2232	0.00056	0.000448
XFG.6.3.2	2025-11	2	1	3574	2232	0.00056	0.000448
XFG.8.2	2025-11	2	1	3574	2232	0.00056	0.000448
XFG.9.4.2	2025-11	2	0	3574	2232	0.00056	0
XFZ.2	2025-11	2	1	3574	2232	0.00056	0.000448
LP.8.1	2025-11	0	1	3574	2232	0	0.000448
NW.1.2	2025-11	1	1	3574	2232	0.00028	0.000448
NW.1.2.2	2025-11	1	1	3574	2232	0.00028	0.000448
NY.18	2025-11	1	1	3574	2232	0.00028	0.000448
NY.24	2025-11	1	1	3574	2232	0.00028	0.000448
PF.1	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.10.1.1	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.10.1.4	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.12	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.16	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.17.8	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.2.1.1	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.2.1.6	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.2.3	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.2.4.4	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.2.5.4	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.31.1	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.33	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.4.7	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.41	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.43.1.1	2025-11	1	1	3574	2232	0.00028	0.000448
PQ.6.1.1	2025-11	0	1	3574	2232	0	0.000448
PQ.9	2025-11	1	1	3574	2232	0.00028	0.000448
QF.2.2.1	2025-11	1	1	3574	2232	0.00028	0.000448
QF.2.2.2	2025-11	0	1	3574	2232	0	0.000448
QK.4	2025-11	1	1	3574	2232	0.00028	0.000448
QT.1.2	2025-11	1	1	3574	2232	0.00028	0.000448
RA.1	2025-11	1	1	3574	2232	0.00028	0.000448
RC.4	2025-11	1	1	3574	2232	0.00028	0.000448
RF.4	2025-11	1	1	3574	2232	0.00028	0.000448
RH.1	2025-11	1	1	3574	2232	0.00028	0.000448
RM.1	2025-11	1	1	3574	2232	0.00028	0.000448
XFC.1.10	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.1.1.2	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.11	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.14.1.6	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.2.13.1	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.22.2	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.24	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.3.16.1	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.3.18	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.3.4.5	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.3.4.7	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.4.4	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.5.1.6	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.5.2.1	2025-11	1	1	3574	2232	0.00028	0.000448
XFG.5.2.6	2025-11	1	1	3574	2232	0.00028	0.000448
XFJ.1	2025-11	1	1	3574	2232	0.00028	0.000448
XFJ.1.3	2025-11	1	1	3574	2232	0.00028	0.000448
XFJ.3.1.2	2025-11	1	1	3574	2232	0.00028	0.000448
XFJ.8.1	2025-11	1	1	3574	2232	0.00028	0.000448
XFN.1	2025-11	1	1	3574	2232	0.00028	0.000448
XFW.1.1.1	2025-11	1	1	3574	2232	0.00028	0.000448
KP.3.1.1	2025-11	1	0	3574	2232	0.00028	0
LB.1.3.1	2025-11	1	0	3574	2232	0.00028	0
LF.7.11.3	2025-11	1	0	3574	2232	0.00028	0
NW.1.2.1	2025-11	1	0	3574	2232	0.00028	0
NY.13	2025-11	1	0	3574	2232	0.00028	0
NY.16	2025-11	1	0	3574	2232	0.00028	0
NY.3	2025-11	1	0	3574	2232	0.00028	0
NY.3.2	2025-11	1	0	3574	2232	0.00028	0
PF.2.2	2025-11	1	0	3574	2232	0.00028	0
PF.4	2025-11	1	0	3574	2232	0.00028	0
PF.5	2025-11	1	0	3574	2232	0.00028	0
PL.3	2025-11	1	0	3574	2232	0.00028	0
PQ.14.4	2025-11	1	0	3574	2232	0.00028	0
PQ.17.11.1	2025-11	1	0	3574	2232	0.00028	0
PQ.17.3	2025-11	1	0	3574	2232	0.00028	0
PQ.17.4	2025-11	1	0	3574	2232	0.00028	0
PQ.17.6	2025-11	1	0	3574	2232	0.00028	0
PQ.19	2025-11	1	0	3574	2232	0.00028	0
PQ.2.1.9	2025-11	1	0	3574	2232	0.00028	0
PQ.2.4.2	2025-11	1	0	3574	2232	0.00028	0
PQ.2.5.5	2025-11	1	0	3574	2232	0.00028	0
PQ.26	2025-11	1	0	3574	2232	0.00028	0
PQ.4.5	2025-11	1	0	3574	2232	0.00028	0
PQ.4.6.2	2025-11	1	0	3574	2232	0.00028	0
PQ.41.1	2025-11	1	0	3574	2232	0.00028	0
PQ.43.2	2025-11	1	0	3574	2232	0.00028	0
PY.1.1	2025-11	1	0	3574	2232	0.00028	0
QC.1	2025-11	1	0	3574	2232	0.00028	0
QF.2.2	2025-11	1	0	3574	2232	0.00028	0
QF.5.1	2025-11	1	0	3574	2232	0.00028	0
QR.2	2025-11	1	0	3574	2232	0.00028	0
QW.1	2025-11	1	0	3574	2232	0.00028	0
RE.2.2.2	2025-11	1	0	3574	2232	0.00028	0
RE.2.2.8	2025-11	1	0	3574	2232	0.00028	0
RE.2.3	2025-11	1	0	3574	2232	0.00028	0
RT.1	2025-11	1	0	3574	2232	0.00028	0
XDR	2025-11	1	0	3574	2232	0.00028	0
XFC.1	2025-11	1	0	3574	2232	0.00028	0
XFC.1.2.1	2025-11	1	0	3574	2232	0.00028	0
XFC.3	2025-11	1	0	3574	2232	0.00028	0
XFC.3.5	2025-11	1	0	3574	2232	0.00028	0
XFG.10.3	2025-11	1	0	3574	2232	0.00028	0
XFG.14.1.8	2025-11	1	0	3574	2232	0.00028	0
XFG.17.2	2025-11	1	0	3574	2232	0.00028	0
XFG.17.4	2025-11	1	0	3574	2232	0.00028	0
XFG.3.1.5	2025-11	1	0	3574	2232	0.00028	0
XFG.3.12	2025-11	1	0	3574	2232	0.00028	0
XFG.3.27	2025-11	1	0	3574	2232	0.00028	0
XFG.3.31	2025-11	1	0	3574	2232	0.00028	0
XFG.3.4.9	2025-11	1	0	3574	2232	0.00028	0
XFG.3.5.1	2025-11	1	0	3574	2232	0.00028	0
XFG.4.1.1	2025-11	1	0	3574	2232	0.00028	0
XFG.6.2.2	2025-11	1	0	3574	2232	0.00028	0
XFG.6.3.1	2025-11	1	0	3574	2232	0.00028	0
XFG.6.3.3	2025-11	1	0	3574	2232	0.00028	0
XFG.6.5	2025-11	1	0	3574	2232	0.00028	0
XFG.9.4.1	2025-11	1	0	3574	2232	0.00028	0
XFJ.10	2025-11	1	0	3574	2232	0.00028	0
XFJ.4	2025-11	1	0	3574	2232	0.00028	0
XFN	2025-11	1	0	3574	2232	0.00028	0
XFV.2	2025-11	1	0	3574	2232	0.00028	0
XGB	2025-11	1	0	3574	2232	0.00028	0
XFG.3	2025-12	128	81	3068	1730	0.0417	0.0468
XFG.14.1	2025-12	110	71	3068	1730	0.0359	0.041
XFG.1.1	2025-12	100	64	3068	1730	0.0326	0.037
XFG.17.2.1	2025-12	94	61	3068	1730	0.0306	0.0353
QF.2	2025-12	68	51	3068	1730	0.0222	0.0295
XFG.3.4.1	2025-12	78	47	3068	1730	0.0254	0.0272
XFG.2	2025-12	53	41	3068	1730	0.0173	0.0237
XFG.5.1	2025-12	71	30	3068	1730	0.0231	0.0173
XFG.22	2025-12	47	36	3068	1730	0.0153	0.0208
NB.1.8.1	2025-12	59	33	3068	1730	0.0192	0.0191
XFZ	2025-12	49	30	3068	1730	0.016	0.0173
PQ.17	2025-12	41	29	3068	1730	0.0134	0.0168
XFG	2025-12	51	19	3068	1730	0.0166	0.011
XFV	2025-12	40	27	3068	1730	0.013	0.0156
XFG.14.1.1	2025-12	35	26	3068	1730	0.0114	0.015
XFG.4.1	2025-12	37	25	3068	1730	0.0121	0.0145
RE.2.2.3	2025-12	40	9	3068	1730	0.013	0.0052
XFG.2.5.1	2025-12	38	22	3068	1730	0.0124	0.0127
XFG.3.1.3	2025-12	23	20	3068	1730	0.0075	0.0116
XFG.9	2025-12	30	20	3068	1730	0.00978	0.0116
XFG.5.2	2025-12	34	16	3068	1730	0.0111	0.00925
XFN.2.1	2025-12	19	18	3068	1730	0.00619	0.0104
XFG.1.1.1	2025-12	23	17	3068	1730	0.0075	0.00983
XFG.8	2025-12	26	17	3068	1730	0.00847	0.00983
XFG.3.15	2025-12	30	16	3068	1730	0.00978	0.00925
XFG.30	2025-12	29	10	3068	1730	0.00945	0.00578
QK.2	2025-12	22	16	3068	1730	0.00717	0.00925
QF.7	2025-12	28	9	3068	1730	0.00913	0.0052
XFG.3.4.3	2025-12	28	15	3068	1730	0.00913	0.00867
PQ.2.1	2025-12	27	15	3068	1730	0.0088	0.00867
PQ.2	2025-12	26	7	3068	1730	0.00847	0.00405
XFG.2.9	2025-12	21	14	3068	1730	0.00684	0.00809
PQ.10	2025-12	23	13	3068	1730	0.0075	0.00751
XFG.3.1	2025-12	20	13	3068	1730	0.00652	0.00751
RE.2.2.5	2025-12	22	4	3068	1730	0.00717	0.00231
XFG.6	2025-12	22	12	3068	1730	0.00717	0.00694
XFG.6.8	2025-12	22	8	3068	1730	0.00717	0.00462
XFG.2.6	2025-12	13	12	3068	1730	0.00424	0.00694
XFG.3.9	2025-12	17	12	3068	1730	0.00554	0.00694
QF.3	2025-12	21	11	3068	1730	0.00684	0.00636
XFZ.1	2025-12	20	11	3068	1730	0.00652	0.00636
XFG.4	2025-12	16	11	3068	1730	0.00522	0.00636
RE.2.4	2025-12	19	7	3068	1730	0.00619	0.00405
XFY	2025-12	18	7	3068	1730	0.00587	0.00405
QS.2	2025-12	15	10	3068	1730	0.00489	0.00578
XFG.18.1	2025-12	12	10	3068	1730	0.00391	0.00578
XFG.23.1.4	2025-12	12	10	3068	1730	0.00391	0.00578
XFG.3.4	2025-12	17	10	3068	1730	0.00554	0.00578
XFG.3.6	2025-12	17	10	3068	1730	0.00554	0.00578
XFG.9.1	2025-12	17	8	3068	1730	0.00554	0.00462
PQ.4.1	2025-12	16	8	3068	1730	0.00522	0.00462
XFG.6.2	2025-12	16	8	3068	1730	0.00522	0.00462
RN.1	2025-12	15	9	3068	1730	0.00489	0.0052
SM.1	2025-12	0	9	3068	1730	0	0.0052
XFG.3.13	2025-12	15	9	3068	1730	0.00489	0.0052
XFG.3.16	2025-12	13	9	3068	1730	0.00424	0.0052
XFG.37	2025-12	12	9	3068	1730	0.00391	0.0052
PQ.8.1	2025-12	15	3	3068	1730	0.00489	0.00173
XFG.14.1.5	2025-12	15	3	3068	1730	0.00489	0.00173
XFG.2.5	2025-12	15	8	3068	1730	0.00489	0.00462
XFG.5.1.4	2025-12	15	8	3068	1730	0.00489	0.00462
PQ.1	2025-12	10	8	3068	1730	0.00326	0.00462
QF.2.1	2025-12	12	8	3068	1730	0.00391	0.00462
XFG.23.1.3	2025-12	11	8	3068	1730	0.00359	0.00462
XFG.29	2025-12	11	8	3068	1730	0.00359	0.00462
XFG.3.7.1	2025-12	14	8	3068	1730	0.00456	0.00462
XFG.8.1	2025-12	14	8	3068	1730	0.00456	0.00462
RE.2.1.2	2025-12	14	1	3068	1730	0.00456	0.000578
XFG.28	2025-12	14	7	3068	1730	0.00456	0.00405
PQ.10.1	2025-12	13	4	3068	1730	0.00424	0.00231
QF.5	2025-12	13	7	3068	1730	0.00424	0.00405
RN.2.1	2025-12	12	7	3068	1730	0.00391	0.00405
XFG.2.10	2025-12	9	7	3068	1730	0.00293	0.00405
XFG.6.1	2025-12	7	7	3068	1730	0.00228	0.00405
XFG.9.4	2025-12	11	7	3068	1730	0.00359	0.00405
PQ.17.11	2025-12	12	0	3068	1730	0.00391	0
RE.2.1.3	2025-12	12	0	3068	1730	0.00391	0
XFG.5.4	2025-12	12	4	3068	1730	0.00391	0.00231
PQ.1.2	2025-12	11	5	3068	1730	0.00359	0.00289
PQ.2.4	2025-12	11	4	3068	1730	0.00359	0.00231
RE.2.3	2025-12	11	0	3068	1730	0.00359	0
XFG.21	2025-12	11	2	3068	1730	0.00359	0.00116
LF.7.11.4	2025-12	6	6	3068	1730	0.00196	0.00347
PQ.17.11.2	2025-12	0	6	3068	1730	0	0.00347
PQ.17.2	2025-12	8	6	3068	1730	0.00261	0.00347
QT.3	2025-12	6	6	3068	1730	0.00196	0.00347
XFG.3.17	2025-12	9	6	3068	1730	0.00293	0.00347
XFG.5.1.7	2025-12	7	6	3068	1730	0.00228	0.00347
XGA.1	2025-12	8	6	3068	1730	0.00261	0.00347
RE.2.2	2025-12	10	1	3068	1730	0.00326	0.000578
XFG.2.8.1	2025-12	10	4	3068	1730	0.00326	0.00231
XFG.38	2025-12	10	5	3068	1730	0.00326	0.00289
PQ.31	2025-12	9	1	3068	1730	0.00293	0.000578
PQ.39.1	2025-12	9	0	3068	1730	0.00293	0
RE.1.1.1	2025-12	9	5	3068	1730	0.00293	0.00289
RE.2.1	2025-12	9	1	3068	1730	0.00293	0.000578
RE.2.2.7	2025-12	9	0	3068	1730	0.00293	0
RT.1	2025-12	9	0	3068	1730	0.00293	0
XFG.10.4	2025-12	9	4	3068	1730	0.00293	0.00231
XFG.14	2025-12	9	4	3068	1730	0.00293	0.00231
XFG.5	2025-12	9	5	3068	1730	0.00293	0.00289
PQ.17.2.1	2025-12	6	5	3068	1730	0.00196	0.00289
PQ.2.7	2025-12	7	5	3068	1730	0.00228	0.00289
QM.1	2025-12	5	5	3068	1730	0.00163	0.00289
RP.2	2025-12	5	5	3068	1730	0.00163	0.00289
XFG.17.3	2025-12	7	5	3068	1730	0.00228	0.00289
XFG.22.1	2025-12	8	5	3068	1730	0.00261	0.00289
XFG.3.29	2025-12	6	5	3068	1730	0.00196	0.00289
XFG.9.3	2025-12	6	5	3068	1730	0.00196	0.00289
XFG.9.3.2	2025-12	6	5	3068	1730	0.00196	0.00289
PQ.17.3	2025-12	8	3	3068	1730	0.00261	0.00173
PQ.2.5	2025-12	8	2	3068	1730	0.00261	0.00116
RE.3.1	2025-12	8	0	3068	1730	0.00261	0
XFG.4.1.4	2025-12	8	4	3068	1730	0.00261	0.00231
PQ.13.1	2025-12	5	4	3068	1730	0.00163	0.00231
PQ.2.1.1	2025-12	4	4	3068	1730	0.0013	0.00231
PQ.31.3.1	2025-12	0	4	3068	1730	0	0.00231
PQ.39	2025-12	4	4	3068	1730	0.0013	0.00231
QW.1.1	2025-12	6	4	3068	1730	0.00196	0.00231
XFG.14.2	2025-12	4	4	3068	1730	0.0013	0.00231
XFG.2.13	2025-12	4	4	3068	1730	0.0013	0.00231
XFG.3.1.1	2025-12	4	4	3068	1730	0.0013	0.00231
XFG.5.2.3	2025-12	5	4	3068	1730	0.00163	0.00231
XFG.8.5	2025-12	5	4	3068	1730	0.00163	0.00231
XFY.1	2025-12	4	4	3068	1730	0.0013	0.00231
XGA	2025-12	6	4	3068	1730	0.00196	0.00231
PQ.2.1.7	2025-12	7	1	3068	1730	0.00228	0.000578
RE.2.2.6	2025-12	7	0	3068	1730	0.00228	0
XFG.14.1.4	2025-12	7	3	3068	1730	0.00228	0.00173
XFG.23.1.2	2025-12	7	3	3068	1730	0.00228	0.00173
XFG.3.2	2025-12	7	2	3068	1730	0.00228	0.00116
XFG.36	2025-12	7	2	3068	1730	0.00228	0.00116
XFG.6.4	2025-12	7	3	3068	1730	0.00228	0.00173
LF.7.11	2025-12	6	3	3068	1730	0.00196	0.00173
PQ.10.1.3	2025-12	6	2	3068	1730	0.00196	0.00116
PQ.25.3	2025-12	6	3	3068	1730	0.00196	0.00173
PQ.43.1.1	2025-12	6	0	3068	1730	0.00196	0
RP.1	2025-12	6	3	3068	1730	0.00196	0.00173
RR.1	2025-12	6	0	3068	1730	0.00196	0
XFG.14.1.3	2025-12	6	3	3068	1730	0.00196	0.00173
XFG.3.12.1	2025-12	6	3	3068	1730	0.00196	0.00173
XFG.31	2025-12	6	3	3068	1730	0.00196	0.00173
PQ.13	2025-12	5	3	3068	1730	0.00163	0.00173
PQ.13.3.1	2025-12	4	3	3068	1730	0.0013	0.00173
PQ.2.5.4	2025-12	3	3	3068	1730	0.000978	0.00173
PQ.8	2025-12	3	3	3068	1730	0.000978	0.00173
QF.1.1.1	2025-12	5	3	3068	1730	0.00163	0.00173
QF.4	2025-12	5	3	3068	1730	0.00163	0.00173
QF.7.1	2025-12	0	3	3068	1730	0	0.00173
RD.1.1.1	2025-12	4	3	3068	1730	0.0013	0.00173
RE.2	2025-12	3	3	3068	1730	0.000978	0.00173
RJ.1	2025-12	3	3	3068	1730	0.000978	0.00173
SF.1.1	2025-12	0	3	3068	1730	0	0.00173
XFG.10.2	2025-12	3	3	3068	1730	0.000978	0.00173
XFG.14.1.8	2025-12	5	3	3068	1730	0.00163	0.00173
XFG.17.2	2025-12	5	3	3068	1730	0.00163	0.00173
XFG.26	2025-12	4	3	3068	1730	0.0013	0.00173
XFG.3.1.12	2025-12	4	3	3068	1730	0.0013	0.00173
XFG.3.25	2025-12	0	3	3068	1730	0	0.00173
XFG.3.4.7	2025-12	3	3	3068	1730	0.000978	0.00173
XFG.3.5	2025-12	3	3	3068	1730	0.000978	0.00173
XFG.3.8	2025-12	3	3	3068	1730	0.000978	0.00173
XFG.9.6	2025-12	3	3	3068	1730	0.000978	0.00173
XFJ.3.1.1	2025-12	4	3	3068	1730	0.0013	0.00173
XFJ.8	2025-12	3	3	3068	1730	0.000978	0.00173
XFJ.8.1	2025-12	4	3	3068	1730	0.0013	0.00173
XGJ	2025-12	3	3	3068	1730	0.000978	0.00173
PQ.14.2	2025-12	5	1	3068	1730	0.00163	0.000578
PQ.2.1.3	2025-12	5	0	3068	1730	0.00163	0
PQ.2.4.2	2025-12	5	2	3068	1730	0.00163	0.00116
PQ.2.8.1	2025-12	5	2	3068	1730	0.00163	0.00116
PQ.41	2025-12	5	1	3068	1730	0.00163	0.000578
RE.2.2.2	2025-12	5	0	3068	1730	0.00163	0
XFG.13	2025-12	5	2	3068	1730	0.00163	0.00116
XFG.3.10	2025-12	5	1	3068	1730	0.00163	0.000578
XFG.5.1.3	2025-12	5	2	3068	1730	0.00163	0.00116
LF.7.11.2	2025-12	4	2	3068	1730	0.0013	0.00116
PQ.32	2025-12	4	1	3068	1730	0.0013	0.000578
PQ.37	2025-12	4	1	3068	1730	0.0013	0.000578
QY.2	2025-12	4	2	3068	1730	0.0013	0.00116
RE.2.1.1	2025-12	4	0	3068	1730	0.0013	0
RN.2	2025-12	4	2	3068	1730	0.0013	0.00116
RU.1	2025-12	4	0	3068	1730	0.0013	0
XFG.10	2025-12	4	1	3068	1730	0.0013	0.000578
XFG.2.12	2025-12	4	2	3068	1730	0.0013	0.00116
XFG.2.7	2025-12	4	2	3068	1730	0.0013	0.00116
XFG.3.10.1	2025-12	4	0	3068	1730	0.0013	0
XFG.3.20	2025-12	4	1	3068	1730	0.0013	0.000578
XFG.3.33	2025-12	4	0	3068	1730	0.0013	0
XFG.3.5.2	2025-12	4	2	3068	1730	0.0013	0.00116
XFG.5.2.4	2025-12	4	2	3068	1730	0.0013	0.00116
XFG.6.10	2025-12	4	1	3068	1730	0.0013	0.000578
LP.8.1.1	2025-12	2	2	3068	1730	0.000652	0.00116
PE.1.4	2025-12	2	2	3068	1730	0.000652	0.00116
PQ.17.5	2025-12	2	2	3068	1730	0.000652	0.00116
PQ.2.1.4	2025-12	3	2	3068	1730	0.000978	0.00116
PQ.24	2025-12	2	2	3068	1730	0.000652	0.00116
PQ.3	2025-12	2	2	3068	1730	0.000652	0.00116
PQ.4	2025-12	3	2	3068	1730	0.000978	0.00116
PQ.4.9	2025-12	3	2	3068	1730	0.000978	0.00116
PQ.6.1.1	2025-12	0	2	3068	1730	0	0.00116
PY.1.1.1	2025-12	2	2	3068	1730	0.000652	0.00116
QF.2.2.1	2025-12	2	2	3068	1730	0.000652	0.00116
QF.5.1	2025-12	3	2	3068	1730	0.000978	0.00116
QT.1.2	2025-12	2	2	3068	1730	0.000652	0.00116
RF.1	2025-12	2	2	3068	1730	0.000652	0.00116
SK.1	2025-12	0	2	3068	1730	0	0.00116
XFG.14.5	2025-12	2	2	3068	1730	0.000652	0.00116
XFG.14.9	2025-12	1	2	3068	1730	0.000326	0.00116
XFG.2.8	2025-12	3	2	3068	1730	0.000978	0.00116
XFG.3.11	2025-12	3	2	3068	1730	0.000978	0.00116
XFG.3.24	2025-12	3	2	3068	1730	0.000978	0.00116
XFG.3.8.1	2025-12	2	2	3068	1730	0.000652	0.00116
XFG.5.2.1	2025-12	2	2	3068	1730	0.000652	0.00116
XFV.4	2025-12	3	2	3068	1730	0.000978	0.00116
XGA.2	2025-12	3	2	3068	1730	0.000978	0.00116
XGB	2025-12	2	2	3068	1730	0.000652	0.00116
PQ.12	2025-12	3	1	3068	1730	0.000978	0.000578
PQ.17.10.1	2025-12	3	1	3068	1730	0.000978	0.000578
PQ.6	2025-12	3	0	3068	1730	0.000978	0
QQ.2	2025-12	3	1	3068	1730	0.000978	0.000578
RB.2	2025-12	3	1	3068	1730	0.000978	0.000578
RE.2.2.4	2025-12	3	0	3068	1730	0.000978	0
RE.2.2.8	2025-12	3	0	3068	1730	0.000978	0
XFG.3.23	2025-12	3	1	3068	1730	0.000978	0.000578
XFG.5.2.2	2025-12	3	1	3068	1730	0.000978	0.000578
XFG.6.2.2	2025-12	3	0	3068	1730	0.000978	0
XFG.6.3	2025-12	3	1	3068	1730	0.000978	0.000578
XFG.6.5.1	2025-12	3	1	3068	1730	0.000978	0.000578
NY.3.7.1	2025-12	2	0	3068	1730	0.000652	0
PQ.11	2025-12	2	0	3068	1730	0.000652	0
PQ.14.3	2025-12	2	1	3068	1730	0.000652	0.000578
PQ.14.3.1	2025-12	2	0	3068	1730	0.000652	0
PQ.17.11.1	2025-12	2	1	3068	1730	0.000652	0.000578
PQ.19	2025-12	2	1	3068	1730	0.000652	0.000578
PQ.2.1.6	2025-12	2	1	3068	1730	0.000652	0.000578
PQ.2.5.3	2025-12	2	1	3068	1730	0.000652	0.000578
PQ.2.5.5	2025-12	2	0	3068	1730	0.000652	0
QW.1	2025-12	2	0	3068	1730	0.000652	0
QY.3	2025-12	2	1	3068	1730	0.000652	0.000578
RM.1	2025-12	2	1	3068	1730	0.000652	0.000578
XFC.1.3.1	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.1.2	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.1.3	2025-12	2	0	3068	1730	0.000652	0
XFG.10.1	2025-12	2	0	3068	1730	0.000652	0
XFG.10.5	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.17	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.2.7.2	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.3.1.2	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.3.18.1	2025-12	2	0	3068	1730	0.000652	0
XFG.3.4.2	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.3.4.6	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.3.7	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.6.2.1	2025-12	2	0	3068	1730	0.000652	0
XFG.6.3.3	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.6.6	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.7	2025-12	2	0	3068	1730	0.000652	0
XFG.7.1.1	2025-12	2	0	3068	1730	0.000652	0
XFG.8.2.1	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.9.3.1	2025-12	2	1	3068	1730	0.000652	0.000578
XFG.9.5	2025-12	2	0	3068	1730	0.000652	0
XFJ.3.1	2025-12	2	0	3068	1730	0.000652	0
XFV.5	2025-12	2	1	3068	1730	0.000652	0.000578
XFW.1.1	2025-12	2	1	3068	1730	0.000652	0.000578
XFW.1.1.1	2025-12	2	1	3068	1730	0.000652	0.000578
MC.11	2025-12	1	1	3068	1730	0.000326	0.000578
NW.1.2.1	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.1.6.1	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.10.1.4	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.14	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.14.1.1	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.15	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.2.1.5	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.2.3	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.2.4.3	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.23	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.4.6.1	2025-12	1	1	3068	1730	0.000326	0.000578
PQ.4.8	2025-12	1	1	3068	1730	0.000326	0.000578
QF.1	2025-12	1	1	3068	1730	0.000326	0.000578
QS.1	2025-12	1	1	3068	1730	0.000326	0.000578
QS.3	2025-12	0	1	3068	1730	0	0.000578
RC.2	2025-12	1	1	3068	1730	0.000326	0.000578
RC.3	2025-12	1	1	3068	1730	0.000326	0.000578
RF.4	2025-12	1	1	3068	1730	0.000326	0.000578
RG.1.2	2025-12	1	1	3068	1730	0.000326	0.000578
RG.2	2025-12	1	1	3068	1730	0.000326	0.000578
RG.3	2025-12	1	1	3068	1730	0.000326	0.000578
RK.1	2025-12	1	1	3068	1730	0.000326	0.000578
RS.1.3	2025-12	0	1	3068	1730	0	0.000578
RS.3	2025-12	0	1	3068	1730	0	0.000578
RT.2	2025-12	0	1	3068	1730	0	0.000578
SJ.1	2025-12	0	1	3068	1730	0	0.000578
XFG.1	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.1.1.2	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.14.1.7	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.16	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.19	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.2.2	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.2.4	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.2.7.1	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.22.2	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.22.3	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.23	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.3.1.5	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.3.1.9	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.3.14	2025-12	1	1	3068	1730	0.000326	0.000578
XFG.3.19	2025-12	1	1	3068	1730	0.000326	0.000578
